customer_unique_id,repurchase_prob,R,F,M
076b7055bea51da430d6a6fa054e5075,1.0,450,2,87.9
078f7e669cebf2fb640d0ad0dabb3068,1.0,117,2,42.9
07abcea6f64399366559afee336a7fd2,1.0,181,2,169.85000000000002
07b1b60bca2b6326fa2adb259ea4a55f,1.0,116,3,190.4
07b28cf1d8515d08ccca505e273fffaf,1.0,527,2,603.89
07bd3d18ecba2420a8934b34a26f157a,1.0,136,2,165.67000000000002
07df27b714016cb827c99ec2ecd5ebfb,1.0,91,2,144.9
07f61caa1c9e850c14e94854cec87545,1.0,393,2,80.8
07f765655f560c8624267665ce23675a,1.0,138,2,469.99
07ff81a9676efa0286ddd3f09e7c0063,1.0,83,2,320.88
0802a1a217680f13264a70ddb7220823,1.0,562,2,157.0
0807baeeeaa1309effbd9a9dee41ab17,1.0,118,2,305.0
083ca1aa470c280236380973a48f77c6,1.0,20,4,218.88
083ce299ea3fc1eba79bd0b17f64555b,1.0,10,2,88.89
084be429c23e342acf5084ac6156d22e,1.0,42,2,138.4
0895c61a77b305efdfad13596c749c60,1.0,144,2,890.0
089bc915af34d9041b3a88a1aa84292b,1.0,231,2,93.15
08a374bca4063116d5530a7b04ecaf3f,0.98,20,2,247.0
08b57f87bc889756ca453bf8106d48ce,1.0,71,2,101.69999999999999
08c07c761592a71b85136aa4fe76a6f4,1.0,149,3,348.0
08d8ad84b0088cbeae77da4ff3817479,1.0,108,2,224.28
08e5b38d7948d37fbb2a59fc5e175ab1,1.0,116,4,866.79
08f7cf00ed9ff3e0a08fc136ec272974,1.0,366,2,274.59000000000003
08fb46d35bb3ab4037202c23592d1259,0.99,90,2,28.98
0937f85b7a96b6ad600405e9bf94255b,1.0,113,2,67.0
0942eedfe0e865b2a80419a14672286f,1.0,224,2,199.8
096e351116755fe4c3c1e48eaf301a41,1.0,474,2,195.8
0981a271500799427cdf345e9121e20b,1.0,503,2,129.98
09831ff6ab667f42521bcd4c22dc755c,1.0,161,2,267.29999999999995
0994750c9c22a140010ed86aad2d044b,1.0,188,2,142.22
099fad9e8f7dfbd0412c300bcc697e0b,1.0,109,2,360.37
09ab36a420b5c87c5c9772bdb494f2e3,1.0,190,2,167.4
09baec50afccbb414f24bf8e0bc7c020,1.0,110,2,666.8
09bc7afc3e8d8dccaffd0b16944a91fe,1.0,397,2,539.7
09cd73b13f103e47ce13675b4a4b36f3,0.99,115,2,159.0
09d74edf20acb4f9523fb1cf19a18456,1.0,181,2,275.42
09d7c538023c2c4fb0553c831c12f084,1.0,468,2,633.99
0a1f83858e65e141609fca9ea70a495a,0.99,46,2,118.0
0a5df23b922b9998bb7378f1ac03c98a,1.0,338,2,169.98000000000002
0a609db8d244100909a15d65eadf8539,1.0,319,3,437.88
0a61b571f594b6919601bcf3380da7f7,1.0,233,3,435.78999999999996
0aa1ab39ff2b837c05d7c9ff85b6d983,1.0,175,2,158.4
0aadc1d26d1c8b88a52c39a533ccea93,1.0,278,2,1097.96
0abee71cd257861a0944e2a81cea4a50,1.0,280,2,359.6
0ac10a57d07e3d38b11f66283c44672b,1.0,457,2,179.89000000000001
0ac4a9460c1baf3051ffec5c9021a499,1.0,96,2,176.29
0ad1d79346c3b98b517348ecbbadfbc6,1.0,73,2,138.9
0ad7cb4f48f2a2cf5080e3c19c7cf98c,1.0,100,2,101.9
0af334fc660bfc9c75109752cc8271d7,1.0,505,2,430.0
0b18593e033697810a62a987e77f4b8c,1.0,174,3,139.7
0b3cf8a9362deaf8b870d49ae61f3ca1,1.0,378,2,189.34
0b3dc7efaafb0cf78a4796d42fa8d74c,1.0,401,2,588.9
0b402d6dd50694a118c642448e2cb086,1.0,280,2,179.98000000000002
0b51518c7deffd54b13b007c9f91c3f0,1.0,61,2,256.59000000000003
0b6d4f036c07e10854affe43fc4e718c,0.99,164,2,188.14000000000001
0b8ed32525608a907c7331b613b5b67e,1.0,277,2,75.84
0bc9c245cd69735af23eefdd89d74e7e,1.0,354,2,179.9
0bdb6ad22574bad5202df1e92a9aa403,1.0,199,2,144.98
0be7af6c16fbca7eff244788f89146a3,1.0,160,2,252.9
0bf1278577a2acf8532a031d98cd517c,1.0,262,2,248.05
0c10e674d1504f959a7f2e504148c296,1.0,130,2,118.8
0c1201c04330536234aaa49b396745d4,1.0,29,2,352.79
0c32aa09e8eced3ea26c2a013b7b75e9,1.0,80,2,207.59
0c4c416f1f9844e6805b074f8f96f52c,1.0,386,2,143.98
0c8286526be3a0fc8f50b7267db95035,1.0,157,2,274.5
0c8ac932c65f67489929f9164a86606d,1.0,318,2,271.9
0c9abfaffa0ae7587cebfdf0d680e3b7,1.0,208,2,50.0
0cbcf91ef2dd6dfcce9ee63c8772dc97,1.0,384,2,171.95
0cc2ee1112a11a1094eff52fa2e87150,1.0,334,3,759.8
0ceb502fc33a2ad327b08288c5310e2e,1.0,110,2,109.87
0cf46588cd3f5a23002166b5a1945820,1.0,318,2,239.8
0cfd915db480acd7d9a954409cabfb1c,1.0,375,2,86.80000000000001
0d153268371aa25450d4117ff070277e,1.0,65,2,565.9
0d4644eff058d75937ca1eec574bf87d,1.0,276,2,194.89
0d51e04ae0b1d341e4f49812d1f4fbe2,1.0,109,2,159.89
0d52f8cd8892f109a15803df169113b6,1.0,203,2,143.8
0d57344e9e4e9d16dc699cb417e50cb0,1.0,285,2,229.5
0d7241c7fb49c1be6e75c9fe99e0822c,1.0,125,2,192.79999999999998
0d997d092f93b5c58d0f9b4bd0643d16,1.0,275,2,114.80000000000001
0dc81b520ef7db9cb44bb075e129dcf8,1.0,76,2,386.90999999999997
0dd933d1e0253343083013791bf5d5e9,1.0,282,2,162.9
0ddba04798f1c085d0ca93af0e91f6c1,1.0,200,2,142.8
0df55f5accedda71bda8f4c7f590951f,1.0,200,2,414.8
0e06af8004ffd01a3461e768f9f659aa,1.0,287,2,428.0
0e37a80826485260170d428b06df0ab6,1.0,355,2,279.89
0e381ce773b382849206115413009851,1.0,30,2,150.19
0e3c753956e35026b965d9ac3590c5af,1.0,390,2,275.35
0e4cb268bd62da7db135af6349b4fc2a,1.0,282,3,157.99
0e4d012fac3d20c033e0284fb6d2ea6a,1.0,12,2,360.53
0e730550dfc5d7f1cea73484bb2e0249,1.0,181,2,158.9
0e78a1b66adee5bb3a6f014714f79cf4,1.0,150,2,440.79999999999995
0e850ed5adc4abe0346435eda5b1a626,1.0,143,2,28.6
0ea353565cdde00e1d8352a08290a352,1.0,373,2,234.8
0ecc403ec5d6ce000fd84f00cd5efb0a,1.0,276,2,288.0
0ecf7f65b5ff3b9e61b637e59f495e0a,0.99,692,2,126.69
0ee1969ea903c6be704958e2300068b2,1.0,383,2,25.700000000000003
0ee57f62666561b72f2ceacad0230cbf,1.0,74,2,330.6
0ef7b906320b21fe4d39f99496aaa2d8,1.0,29,2,169.98
0efd5025e6544ef110881866b945d0cc,1.0,24,2,70.0
0f0b49d45120fcb28bda56e94bc85673,1.0,207,2,780.0
0f0e48a91c9c285404572b095bcb373c,1.0,409,2,158.89000000000001
0f10d99ee99ca3d0489f2f2169b41ec3,1.0,185,2,173.0
0f187f58097c5431d5244e1fe1383884,1.0,238,2,112.68
0f1bd80ed58b9d0f45dca1bb396d8ac9,1.0,110,2,63.97
0f26a77f8de836d7c44b4694e0fa3ea4,1.0,81,2,73.0
0f38a44168ec569a3f783ebf98d79095,1.0,284,2,87.99000000000001
0f5ac8d5c31de21d2f25e24be15bbffb,1.0,279,2,1252.35
0f6371fc9c2e78818a6e7aa33022a506,1.0,218,2,125.99
0f64cafdb3e1e4806c99ff165305e27f,1.0,153,2,173.89000000000001
0f9349a9da479b7e02c4cb4a0c73fb47,1.0,203,2,52.16
0fd39b61ec94864f92e18e5d7144bc6c,1.0,160,2,274.0
0fd475edfa0b61c59ecde6f89c21dedb,1.0,249,2,219.6
0ffc908947e1f0c9f17647058b9a58c2,1.0,427,2,419.99
100f480d33281b45b97c07395968e56c,1.0,343,2,139.8
1015173479527a15ccb63606a74f404e,1.0,362,2,331.78999999999996
10351fa9e690ca750568e3c19978d69e,1.0,87,2,207.0
1041688b50cfd8ef6df6086a1746a30c,1.0,5,2,41.8
10867a902e32dd54061b2cda9c55b0b6,1.0,188,2,219.31
10a4b9f45f67e6bc9ca4032b9203272c,1.0,191,2,111.3
10b442e762ba8a5ad22de5ba2207e5f1,1.0,80,2,99.6
10b58cbd6607267fd41812614367439e,1.0,238,2,289.85
10bf8afdd66da75c386fbacf04c85710,1.0,163,2,389.70000000000005
110991b379efbcebb0d35cbd20bf9698,1.0,146,2,73.7
1118a7bb7ba893f10740e22a23aa5bd9,1.0,229,2,59.21
1118bbd6c82a824ebc677b12e525864f,1.0,310,2,479.79999999999995
11395124061744bf276aefd8073f3105,1.0,329,2,91.9
115030e27b9970683ad81cb05679157c,1.0,103,2,154.48000000000002
1175e95fb47ddff9de6b2b06188f7e0d,0.99,227,2,54.989999999999995
118be57d1b7de439453a0c6625ad7934,1.0,379,2,54.8
1197ba886110324a1519fff17dd8d1d2,1.0,377,2,74.8
11b47516f8f6a42105b9807903ede333,1.0,194,2,187.63
11e95918d6816403858e8314a3503f4c,1.0,59,2,239.89000000000001
11ebea68a1046fa3268cb278df2c4f31,1.0,264,2,217.9
120a6e1875940fe48a44d6cf30706230,1.0,287,2,458.0
121b5a0ae9d09a2ca5e8090fd2a00a58,1.0,498,2,116.9
1225c9614c5129a3085416d30d50e143,1.0,179,2,360.0
12328d63390726821fdcd8e8b77f10b5,1.0,278,2,129.8
124bc956b56b1523d2a75b29a856085d,1.0,153,2,197.39999999999998
124ef8d5acc80858c69d34e3e08b572d,1.0,45,2,395.9
125740359669fa63858476105a5d523d,1.0,405,2,449.70000000000005
1291474366a550ebc251d9187e763d62,1.0,427,2,135.85000000000002
12ab9334b1240d6d037f2b0102a49571,0.99,263,2,1233.92
12b62a8d3c4911b9a80b935037842fc0,1.0,299,2,188.99
12c54f6dfd4b723a6c76c4c989494422,1.0,346,2,269.8
12c9171ee18219cbf18fcfbc33e0c064,1.0,65,2,38.4
12d8b5ed661190a3a08183644dfc504d,1.0,123,4,697.8399999999999
12f5d6e1cbf93dafd9dcc19095df0b3d,1.0,605,6,58.400000000000006
130f4a32887cc549621b3c6cf36bf77e,1.0,16,2,189.8
131b8a51429529f4e57e8faa1b87ff4f,1.0,513,2,124.0
133e20311ec257bda38f1798250d38c5,1.0,483,2,659.8
13473af264dea0facd893d6516900b22,1.0,114,2,104.9
13607978e0686d841deb64954c023495,1.0,241,2,66.97999999999999
13613cae6e3bfea8327a916246c96cc9,1.0,251,2,93.89
1372bab98f9966bcd4a6fa3e6df6dde8,1.0,230,2,219.8
1373e04979cfa0fb2092909abbd57f25,1.0,122,3,516.8
139093b1c6e7e3108ac0469ce43bfb99,1.0,20,2,289.79
13abc50b97af7425b5066e405d7cd760,1.0,483,2,94.9
13ac6da47fef1b17b16f511e03b57918,1.0,256,2,86.9
13aec51202205c662b24202760e93a92,1.0,579,2,64.9
13bf0b4120921402dff563cda4383ff6,1.0,40,2,138.8
1412559410af5e92c35e053fd6acd006,1.0,215,2,174.4
142575266950512b56af193f3962270a,1.0,197,2,196.9
142dc6250eac579893595d9889411834,1.0,95,2,212.0
1450ca0539e1e64a77c08ba841c8be94,1.0,48,2,214.49
1477c54a1abe3610e3e9ab411801cecb,1.0,324,2,229.8
14843983d4a159080f6afe4b7f346e7c,0.98,184,2,47.599999999999994
149c19901ddcd1057deaabc003004a12,1.0,370,2,359.97
14a188558af6cd5bc222ca773d395a7f,1.0,179,2,202.9
14d46ad43ae7e3cd6944258b9840373b,1.0,534,2,172.3
1500da334da019c68fda219f942ba38a,1.0,111,2,541.55
1501fb94311512e6b98462d159e05a23,1.0,139,2,478.77
1506abf10c09a2872e24d79f33e4eb12,1.0,151,2,448.99
151e9edb34867eaece4d6e7ae188f261,1.0,74,2,397.8
155af62b6c947689a67af5c16acd5c55,1.0,200,2,419.8
156283b6ca35ef976a0265903145fd5e,0.99,40,2,47.8
1581a918a58a11d99c69f86d9c0d2098,1.0,143,2,163.7
158ff08f9b1aeebfa96820580f3877a6,1.0,214,2,259.70000000000005
1590457b4be348b165ff7030a6f94dce,1.0,424,2,158.9
159306b86e782097be9a4e29e3d294d3,1.0,226,2,125.97999999999999
15a38a0c1bf789e06ec42d24e485e794,1.0,231,2,185.7
15a52a044cbf18c87283f8c460ad5ccf,1.0,20,2,42.489999999999995
15d2493aa522c1040d639aa74bd1fb31,1.0,166,2,258.0
15eb6c5aa4aa23cbdb42e119220d23ec,1.0,318,2,391.0
1605a6c5d93d3488fb621c5323930795,1.0,530,2,492.7
161b2eb506dd664bb5d23dc701a14b59,1.0,410,2,258.9
1647c6dc2941bd075dc5dd3448807bed,1.0,378,2,194.0
164ba50c15bd1157975375a75bbde58e,1.0,469,2,64.9
1650819cd492bbf4b9d189c7d4126475,1.0,226,2,267.9
165d93a9d1da194b47da42c9cf810ebd,1.0,364,2,577.74
16a23480d3c92eb40e134844d52aa63e,1.0,132,2,104.9
16a909e83380bb2ae4676ca69ac30886,1.0,182,2,209.8
16bd767d18bf82bb09fc51520f7ea5ab,1.0,272,2,113.98
16c8e42089546fde55ed3caa46478e7a,1.0,156,2,128.0
1741b0bef7ccbc530ba7287000d5f49f,1.0,134,2,294.8
175b8225bdd99e95a64e07a6c06e8746,1.0,219,2,394.79999999999995
176df29483e4fb6ce1d6dd1c824ad72d,1.0,113,2,127.99
1772c0fbee58b154da028487de51b74c,1.0,46,2,347.85
1772d62f5099be6942fbb3d3e881cc7c,1.0,129,2,174.8
177c725937ae5f96171bb8b43f196dfa,1.0,492,2,167.8
178a58ded2b9be43b90300e0e0e8e66c,1.0,296,2,130.9
179f496c6c02a7640d09f0843452e0fc,1.0,282,2,188.99
17a2d93cb1aab45e3d21d5eba7daaed2,1.0,258,2,347.5
17c7da60a0690728119612a54035452d,1.0,235,2,198.0
17dcb8c62667824b3e3755a5b680ebc6,1.0,282,2,288.0
17e873c00e3fef97c9f1347c6681bd1a,1.0,344,2,659.8
1803287d1e7138aec6ea9d3c963ed87d,1.0,359,2,113.97999999999999
18186af785c301b05127a291eac901e1,1.0,80,2,85.8
182053495bc94c2f41090ce8c41be266,1.0,14,3,169.7
186638bdb0f600c9bf2bd60e4b14537c,1.0,81,2,116.80000000000001
186e4b97d2704e8b76235b8d7c5d38ab,1.0,445,2,105.89000000000001
18753de7f8b65856d23473280e71ceb2,1.0,151,2,283.8
18a65d67bb184e736656cc017f09f7b8,1.0,142,3,179.07
18bc87094128bbfe943cf88adcf72059,1.0,69,2,89.89
18d61a27f478cd6201df948578f814f9,1.0,131,2,159.8
18e1192f2a6be73c4365dbc29eb7a6f7,1.0,200,2,139.98
18e3d276253780b44b5b7bf83f6785ec,1.0,278,3,131.70000000000002
18f17efd50fd7e9595cc1a40205c937c,1.0,366,2,133.5
1912afd96bbe171633bb73727487ef85,1.0,86,2,229.0
191525912e1a31a97bf8b481ce852f75,1.0,74,2,225.0
191e0f453bea7f50ce1fcd514af38835,1.0,294,2,78.19
194be31520cde5c527bad17720119e85,1.0,384,2,234.70000000000002
194f1bab01e4e36f4255603e9a427b89,1.0,41,2,219.9
19506c32fa96c6fa4505b4e3ad453b7b,1.0,34,2,54.8
198ba72088fecd3caeaf2dca0addcfb9,1.0,205,2,278.0
19be5923f7d998e76b9f3b1eb87c32af,1.0,227,2,143.4
19bedfc18c92d4e7eb6ba318a6c2033c,1.0,149,2,1009.79
19c60787f1a478ec7345d03bc4298398,1.0,283,2,618.0
19cb65cc7310ae4eef4f15bb70539d01,1.0,182,2,106.0
19da55454167240f3a4a39430007d074,1.0,343,2,221.99
19de4cc79e2c2986e70b155b7631f61c,1.0,129,2,164.0
19f19354cf9524cc834a5036ff79925c,1.0,89,2,56.980000000000004
19f735a9a58a187253055f9d4bcc2bb6,1.0,143,2,92.0
19f8fcd23ed70e29220a6a2f13ecd911,1.0,273,2,184.89000000000001
1a13743254d9c8e6360106295947932f,1.0,63,2,644.48
1a15eecd72a08e1134ba406c7a7998e6,1.0,440,2,378.47999999999996
1a24445f0e6006e4336ecba4ba576e4b,1.0,232,2,111.7
1a27a558aac4c4bfe3642b8c9bffcf4f,1.0,31,2,457.9
1a281fe9f53ee457dacd2c9e8ccf861f,1.0,68,2,192.4
1a29e9f39d667f12684910a8edc4b56c,1.0,200,2,339.8
1a2ede4e787ad199c46719ecb02d81ea,1.0,16,2,208.24
1a328a664417dc7cbff0ed7df49f5a3d,1.0,136,2,210.43
1a68c22c23a52a35f499dbd3c5a020a6,1.0,364,2,199.9
1ac4011bec2c0d9ce8eceb56bb1142c7,1.0,13,2,159.9
1ae30e98d81bdf991fa25b52b8142308,1.0,426,2,176.97
1af3dcbc89998031651925e3994eab18,1.0,154,2,91.99000000000001
1b270bd97f6e1d9af2d5d06f0d4a80e8,1.0,188,2,179.9
1b2db8ab2d8e7b84b5455736fc9713f2,1.0,472,2,114.69
1b5720c7b0ee7183c2eafe3dba65111b,1.0,282,2,48.89
1b6c7548a2a1f9037c1fd3ddfed95f33,1.0,200,7,809.21
1b6e96ed99cb8d135efe220d761bbd67,1.0,18,3,70.69
1b765716e166ca699d20c4adc8bb0f7c,1.0,518,2,174.99
1b7733821d1e0ec8907bbb441271f80b,1.0,332,2,120.80000000000001
1b7b7f9631cd453251d0b328c9b38a2a,1.0,47,2,259.89
1b95e3fe033836c787689ae4b9516aa3,1.0,477,2,372.79999999999995
1b9d0a0c0fd5211ae01a554419120554,1.0,146,2,67.5
1bbf6de8bbe287cb474e57d437d72969,1.0,333,2,315.70000000000005
1bcbeccb2851888f299cf9a5dba8553d,1.0,28,2,316.99
1c4531b533d17f3b316de441268e513c,1.0,342,2,66.2
1c553721323d2cf153d114724b92118e,1.0,150,2,171.8
1c628081cb579ed6035b9aa8614e69f4,1.0,104,3,168.9
1c98969880c8c7c522bc4677dfce9384,1.0,164,2,160.98000000000002
1ca845c3b11ba93c4ac5182ab9c1197e,1.0,151,2,398.0
1cbda36ee89944baa7a738ddbdc4679a,1.0,116,2,501.0
1cc48564488184883cc7923b82c7b3f9,1.0,408,2,215.94
1ce1097b476f97ea37d805251c5c74ba,1.0,237,2,311.8
1ce879e096d3c38f230acdab7165332e,1.0,108,2,129.55
1d0be6ff723818bb810023b236405017,1.0,34,2,59.8
1d2435aa3b858d45c707c9fc25e18779,1.0,593,2,114.80000000000001
1d39a7704cfb79b7cd820bc83e3de161,1.0,55,2,45.98
1d627d8a6e1e33ea8eeeb7a17d998660,1.0,365,2,220.8
1d72aaec15863f7532b2dbf4a5c4247d,1.0,367,2,449.9
1d7e8be24bca64576da891970638bfe3,1.0,41,2,199.75
1d95a47c2206919e1de2f8ff91065d20,1.0,555,2,79.8
1da09dd64e235e7c2f29a4faff33535c,1.0,234,3,1980.28
1dcb4c54d17855c39899eb445551501c,1.0,87,2,128.9
1e05761e47e6a4968ac2ee128b0d42a4,1.0,214,2,224.0
1e0926e360000226b237bf277aec3380,1.0,58,2,108.9
1e433d2aca7584032f8f56d51643e605,1.0,270,2,160.9
1e6dc17adde78e52b6fa5e634f4454e0,1.0,424,2,194.8
1ed1f7f1679bee0089061c9db1bd783a,1.0,398,2,86.0
1f2c5059dad2c277b3b338163b49ca73,1.0,198,2,227.97
1f90117a847636892e3c5bf569f2ac68,1.0,232,2,109.80000000000001
1f9756abd497b76eeccb492bfe91df35,1.0,128,2,378.9
1f98d2384ff7a372e6a2d3bb75cbcd54,1.0,94,2,1170.0
1f98e3467d2b48dfb44fc12b137d3447,1.0,239,2,382.5
1fbd81e4d0a0cf9125ca038b43533b7f,1.0,199,3,149.8
1fe11e8f0fa5bea7416ec09d6e8d2b4d,1.0,559,2,294.8
1fea3244d38e951f0196b2728aee3bdf,1.0,186,2,193.8
20001d07954025179c613496803181a6,1.0,261,2,228.9
2004ba7732339d9be65f2236d8887ae4,1.0,115,3,249.95
200d8b1f16d0cc9600022fdc99987a7f,1.0,201,2,142.8
20282afdbe6cf22d5f5a956d8b5a3f78,1.0,215,2,146.99
2028c90d6c4523ae70a285c44010258a,1.0,41,2,317.17
204efc7a771f1a33fd28465082171f5b,1.0,122,2,264.9
204fa49efb5913a76287284d6e096f69,1.0,383,2,88.85
206b04b38a5dc8404458ec16edeca606,1.0,108,2,192.89000000000001
208ed8bf578938c97d49b3429358a424,1.0,211,2,164.89000000000001
208fe9aa6033a77419f8f503b7698e03,1.0,27,2,265.40999999999997
209e5691e2cda59cd71e45417d7f95a2,1.0,237,2,176.8
20ae758fb6688386d9d1540f63d380e0,1.0,80,2,227.99
211aaecea827d378c879c2b2f667c89d,1.0,53,2,224.95000000000002
212de5904c4fe864c3a66f26d3043d97,1.0,353,2,212.99
213b36024bb0b8261de0ffbd652ebc34,1.0,99,2,378.9
21421ba1bd92005a3b48e6a745e9b8bb,1.0,213,2,488.94
21559d7ff0ebff720e5e160184338fed,1.0,45,2,114.9
21560f93adbd9ada040a40909ac8619d,1.0,290,2,368.63
216ab90e27f18940cfac8f9f02fb4239,1.0,42,2,259.8
216fd197a786370ce9601ee2f6b5a31a,1.0,572,2,41.8
217394922e43c19740ea4464e63ca8e0,1.0,90,2,177.8
21a2d9dc71459dbd3dad219cb9681964,1.0,195,2,538.99
21bde4e982c4681021edabb899bcebfe,1.0,259,2,1160.9
21c3cb2e65b7575d9e079f7be7987d3c,1.0,319,2,92.0
21c8aa0cb27943cbf33d75985e28da67,1.0,308,2,173.47
21d3f0a4bf0cccf65dcfe93b8325d250,1.0,468,2,117.0
21de770aa4f3a60388b97b416ad38343,1.0,124,2,114.8
21effa61d72771ba8315ab56ce7fb7ac,0.99,234,2,89.99000000000001
220bcdd6ae284ed1a273d99003fa8a0e,1.0,154,2,79.97
221ae88140600106a982acb69a0add50,1.0,173,2,419.0
221d59abddcd719f3ec72c50078b9e31,1.0,39,2,156.0
2271b98c96ef2dbe4241cbbde7c8c12b,1.0,266,2,237.69
2280ecb8db2591c39d1c7d3e9caa115c,1.0,371,2,85.89
22ac8971f405f9520b3e7cf37e042ee7,1.0,20,2,153.7
22c8d7801061f27eff57f37ac4ef10e1,1.0,118,2,76.97999999999999
22f6af8201369f9eb96592db3142b9c2,1.0,200,2,531.04
230b7f6050862e4d39911debaa3088ef,1.0,128,2,159.98
231d36f5c4b238c26f449ffd98c79180,1.0,117,2,1373.8899999999999
232007f7d8c26eb8d7daaacb46501783,1.0,240,2,169.8
23339103d82a054f9729b0554ce22e8c,1.0,78,3,193.5
233c8f191c45cef30af148a82ac70020,1.0,437,2,150.0
23539ab2fa3d6e255f96114be5d2dbd3,1.0,204,2,278.9
23ae1bfb4297222c1b522172809a7ca1,1.0,94,2,87.0
23b2d37ef78f3c8dcb31f5eefc30190a,1.0,193,2,32.0
